 matriz_tiles_pallet: .word 26, 61
.byte 
-1,0,1,102,23,102,112,113,113,113,113,113,113,113,114,100,101,23,67,23,59,67,59,0,1,-1
-1,4,5,67,76,67,99,100,100,110,96,96,96,96,96,96,97,67,23,59,67,59,23,4,5,-1
-1,0,1,103,105,67,106,107,107,108,67,23,103,104,104,104,104,104,104,104,104,104,105,0,1,-1
-1,4,5,67,76,102,99,100,100,115,113,113,113,113,113,113,113,113,113,113,113,113,116,4,5,-1
-1,0,1,67,76,67,95,96,96,96,96,96,96,96,96,96,96,96,96,109,100,100,101,0,1,-1
-1,4,5,102,23,102,23,102,23,102,23,102,23,102,23,102,23,102,23,99,100,100,101,4,5,-1
-1,0,1,84,85,84,85,84,85,84,85,84,85,88,88,88,88,88,88,99,100,100,101,0,1,-1
-1,4,5,0,1,0,1,0,1,0,1,0,1,88,88,88,88,88,88,99,100,100,101,4,5,-1
-1,0,1,6,7,6,7,6,7,6,7,6,7,88,88,88,88,88,88,106,107,107,108,0,1,-1
-1,4,5,102,59,102,59,102,76,67,76,67,76,88,88,88,88,88,88,99,100,100,101,4,5,-1
-1,0,1,59,67,59,102,98,23,102,23,102,23,88,88,88,88,88,88,99,100,100,101,0,1,-1
-1,4,5,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,114,100,100,101,4,5,-1
-1,0,1,95,96,96,96,96,96,96,96,96,109,100,100,110,96,96,96,96,96,96,97,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,98,76,88,88,88,88,88,88,88,99,100,100,101,102,76,88,88,88,88,88,0,1,-1
-1,4,5,98,23,88,88,88,88,88,88,88,99,100,100,101,102,23,88,88,88,88,88,4,5,-1
-1,0,1,88,88,88,88,88,88,88,76,59,95,96,96,97,88,88,88,88,88,59,67,0,1,-1
-1,4,5,88,88,88,88,88,88,88,59,67,76,88,88,67,88,88,88,88,88,76,59,4,5,-1
-1,0,1,111,111,111,111,111,111,111,111,111,93,88,88,94,111,111,111,111,111,111,111,0,1,-1
-1,4,5,84,85,84,85,84,85,84,85,84,91,88,88,92,85,84,85,84,85,84,85,4,5,-1
-1,0,1,0,1,0,1,0,1,0,1,0,89,88,88,90,1,0,1,0,1,0,1,0,1,-1
-1,4,5,4,5,4,5,4,5,4,5,4,5,2,3,4,5,4,5,4,5,4,5,4,5,-1
-1,0,1,0,1,0,1,0,1,0,1,0,1,8,9,0,1,0,1,0,1,0,1,0,1,-1
-1,4,5,6,7,6,7,6,7,6,7,6,7,8,9,6,7,6,7,6,7,6,7,4,5,-1
-1,0,1,2,10,10,10,10,10,10,10,10,10,86,87,10,10,10,10,10,10,10,11,0,1,-1
-1,4,5,8,12,12,13,14,14,14,15,12,12,12,12,13,14,14,14,15,12,12,11,4,5,-1
-1,0,1,8,16,17,18,19,19,19,20,21,12,16,17,18,19,19,19,20,21,12,11,0,1,-1
-1,4,5,8,22,23,24,25,25,25,26,27,12,22,23,24,25,25,25,26,27,12,11,4,5,-1
-1,0,1,8,22,28,29,30,31,32,33,27,12,22,28,29,30,31,32,33,27,12,11,0,1,-1
-1,4,5,8,22,34,35,36,37,38,39,27,12,22,34,35,36,37,38,39,27,12,11,4,5,-1    
-1,0,1,8,40,41,42,12,40,41,41,42,12,40,41,42,12,40,41,41,42,12,11,0,1,-1
-1,4,5,8,12,12,12,12,12,12,12,12,12,12,43,44,44,44,44,45,46,12,11,4,5,-1
-1,0,1,8,12,12,12,12,12,12,12,12,12,16,47,48,48,48,48,49,50,51,11,0,1,-1
-1,4,5,8,12,16,52,52,52,52,53,21,12,22,54,55,55,55,55,56,57,58,11,4,5,-1
-1,0,1,8,12,22,59,59,59,59,23,27,12,22,60,61,62,63,64,65,66,58,11,0,1,-1
-1,4,5,8,12,22,59,59,59,59,67,27,12,22,68,69,70,71,72,73,74,58,11,4,5,-1
-1,0,1,8,12,22,75,76,23,76,23,27,12,40,41,41,42,12,40,41,41,77,11,0,1,-1
-1,4,5,8,12,40,41,41,41,41,41,42,12,16,17,17,17,17,17,17,21,12,11,4,5,-1
-1,0,1,78,79,79,79,79,79,79,79,79,79,80,81,81,81,53,81,81,82,79,83,0,1,-1
-1,4,5,84,85,84,85,84,85,84,85,84,85,84,85,84,85,84,85,84,85,84,85,4,5,-1
-1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
